Identificadores
Total
Actividades primarias
Actividades Secundarias
Industria extractiva 
Industria de la electricidad
Construcción
Industria manufacturera
Actividades terciarias
comercio al por mayor
Comercio al por menor
Transportes comunicaciones correo y almacenamiento
Servicios financieros 
Servicios profesionales y corporativos
Servicios sociales
Servicios diversos
Restaurantes y servicios de alojamiento
Gobierno y organismos internacionales
